brand,model,review_text,rating,sentiment,review_date,signal_promotional_language,signal_gift_incentive,signal_hollow_generic,signal_platform_addressed,signal_robotic_repetition,signal_spam_contact,signal_rating_sentiment_mismatch,signal_imperative_push,signal_competitor_troll,risk_score,review_label
Apple,iPhone XR,Awesome Product.. very difficult to describe feelings in words.. but it is simply awesome..,5,Positive,1/13/2020,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Am speechless and just lovin it..,5,Neutral,10/11/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Extremely satisfied with this product. Turely value for money.,5,Positive,10/12/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Awesome phone. Bought @ prime day at 55k. Best deal,5,Positive,9/1/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Being an Apple fan for more than 20 years love this iPhone.,5,Positive,10/26/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,If you have a budget of 45k + .. don’t think of any other phone .. just buy XR .. loved it,5,Positive,3/15/2020,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Got the blue iPhone XR 128 gb for 43000.. works like a charm. All day battery in heavy use and two day with normal use... camera is super awesome. Thanks Amazon.,5,Positive,10/17/2019,0,0,0,1,0,0,0,0,0,15,Fake
Apple,iPhone XR,"Touching screen is not quite good, sometime it hangs, when calling time screen get blank, then we have to press Power button 2 times then it wakes up...",3,Positive,8/21/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Fantastic product,5,Positive,10/25/2019,0,0,1,0,0,0,0,0,1,25,Fake
Apple,iPhone XR,Good and value for money,5,Positive,1/30/2020,0,0,1,0,0,0,0,0,0,15,Fake
Apple,iPhone XR,"This phone is a beast, great battery life and the user experience on this phone is amazing as well",4,Positive,8/11/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Colour is totally different. Don't go with the looks in Amazon website.,2,Neutral,10/30/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Good perfomance. Got it at 42k,4,Positive,11/28/2019,0,0,1,0,0,0,0,0,0,15,Fake
Apple,iPhone XR,Bad battery life,1,Negative,11/10/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Nothing new to share about Apple. It’s a perfect mobile,5,Positive,3/8/2020,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,"Finally an IPhone with excellent battery backup. Face recognition works perfectly and so does Siri. If you are unsure about Iphone 11, go for this one",5,Positive,12/2/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,It's a nice deal through Amazon.The product quality of iPhone XR is amazing.Such a grt experience to have an iPhone.This is first time I m using an apple product.You can go for it blindly,4,Positive,10/13/2019,0,0,0,0,0,0,0,1,0,10,Real
Apple,iPhone XR,Good product but single back camera,4,Positive,10/3/2019,0,0,1,0,0,0,0,0,0,15,Fake
Apple,iPhone XR,Never purchase Apple products on Amazon. Worst product! Even worst service by Amazon! The phone was having heating issues!,1,Negative,10/14/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Very worst quality,1,Negative,6/8/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,100% satisfied with the quality  shipping genuine product all things are working fine product is 100% genuine shipping time as said very fast,5,Positive,11/29/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Nothing new to write about iPhone. The color of the phone is just gorgeous!!! Everyone loves it.,5,Positive,2/25/2020,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Capable of good processing and memory optimization is fantastic which leads to lag free experience in high gaming application,5,Positive,3/1/2020,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,It is a great phone for professional usage,5,Positive,3/7/2020,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Over all the performance is good. I am happy with this iPhone XR especially for all day lasting battery.,5,Positive,11/3/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,"Excellent mobile phone ,I love it",5,Positive,10/10/2019,0,0,1,0,0,0,0,0,0,15,Fake
Apple,iPhone XR,Moved from android to iOS different experience. Good battery back up. Getting charge is too late compared to android mobiles. Fast charger is not available with box. Camera was awesome,5,Positive,11/22/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,"Just owsm.. battery backup supb, camera quality supb, class look",5,Neutral,12/4/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,"Exactly after 15 days my lightning cable discharges some greenish liquid and stopped working , and when shown to apple service care center they told it willbe not covered under warranty.",1,Neutral,11/16/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,This liquid retina high quality display doesn't beat my Samsung A8. Very disappointed. Sold in 2day.,2,Negative,8/1/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,The name itself says a lot about the product,5,Neutral,9/9/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,I switched from Android to this one and it is worth the switch. I got it for 50k which is the lowest deal ever.,5,Positive,8/27/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Overall build quality is good,5,Positive,11/5/2019,0,0,1,0,0,0,0,0,0,15,Fake
Apple,iPhone XR,"Great purchase from Amazon and product even better as expected, you can’t compare with other brands apple is apple...",5,Positive,2/1/2020,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,its good product but not tested for esim,5,Positive,9/23/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,"I like this phone, great battery back up..and after all its iphone. Happy with it",5,Positive,12/5/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Face recognition Nd battery life is not too good as I was thinking..the face unlock is automatically open by my bro face as he is not put his face as password in the phone then also how,4,Positive,12/31/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,When the call come together it hang and light of to use again we put side up down button 2 times,3,Positive,1/10/2020,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,"Better than iPhone X, but price is still high compare to OnePlus market",5,Positive,12/5/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Awesome price and awesome product by Apple and sold by amazon.,5,Positive,11/16/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Best product this time.  Don't go for x or 11. Go for it then wait 02 yrs.for new one.,5,Positive,11/4/2019,0,0,0,0,0,0,0,1,0,10,Real
Apple,iPhone XR,Very good phone..takes very long time to charge almost 1.30 hr,5,Positive,2/14/2020,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,I got a iPhone day was only working for 3 hours post which it never got started..lot of effort done but not single customer service could let me know what's the way out. Screw you guys,1,Neutral,1/1/2020,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Every thing according to my desire. Battery is comparatively good according to my desire. Camera quality so majestic and with high quality and resolution. Eternally better than android,5,Positive,10/11/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Nice camera Amazing battery approx 24 hour e sim dual sim functionality very good I love it superfast delivery by Amazon thank you Amazon and Apple,5,Positive,11/16/2019,0,0,0,1,0,0,0,0,0,15,Fake
Apple,iPhone XR,After iphone 6s i purchase XR model..which is highly smooth in usage..,5,Positive,1/7/2020,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,I don't seem to have got cash back of RS. 3000. Can you please check.,1,Neutral,2/23/2020,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,overall satisfied with the new iPhone XR,5,Positive,12/21/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,The product is good for those who are in view of buying ios having a full display as per the recent trend.,4,Positive,7/24/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Sometimes it’s automatically switched off while it have enough battery life. Ringtone sound and other output sounds are not rangable one and its like low level mobile.,3,Neutral,5/24/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Its best budget iphone to buy in market right now. Display is not a serious issue and remaining features are similar to its siblings xs and xs max. Bought it for ₹52k so got a excellent deal.,5,Positive,8/14/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,over all mobile is good but after one month using this phone now my battery Maximum Capacity showing 98% which is not acceptable.,3,Positive,11/2/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,if u want to secure phone then go for ios.,5,Positive,2/21/2020,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Product is damn good on all counts. A fast charger required. WhatsApp data transfer  from earlier Android device is not possible.,5,Positive,1/2/2020,0,0,0,0,0,1,0,0,0,15,Fake
Apple,iPhone XR,All the features were cool except the green dot that appears on most of the photos in the form of a lens flare is a bit annoying.,5,Neutral,3/3/2020,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,"Buy it without hesitation,awesome camera, awesome battery life , everything is good.",5,Positive,2/25/2020,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Nothing to say about it,5,Neutral,3/5/2020,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,I am very disappointed with Amazon within 3 months of buying an iphone the phone got dead and is not switching on. I wouldn't recommend anyone to buy an iphone from amazon.,1,Negative,1/24/2020,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,After long time apple have launched budget phone which is very good.,5,Positive,8/21/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,It’s awesome. It’s my first Iphone and I love it so much. Battery life is too good.,5,Positive,10/29/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Genuine product received not fault in package no product damage. Wonderful device.,5,Positive,2/9/2020,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,"Go for it, value for money. Bought during Sales. Ppl who wants to enjoy great experience of iOS at budget, then go for this. I am sure you will not regret.",5,Positive,11/3/2019,0,0,0,0,0,0,0,1,0,10,Real
Apple,iPhone XR,"Great buy, i was using android for years never used iPhone. But after purchasing Xr i can clearly see the difference, iPhone is far more faster and nice interface",5,Positive,11/4/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Super smooth and easy to use with full 1.5 day battery life with dual SIM and moderate usage of phone...,4,Positive,5/25/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Superb phone at 45k ... Apple at its best ... Awesome processing ...,5,Positive,9/19/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,I purchased this iPhone XR I think the same is refurbished item which I received.,2,Neutral,11/10/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Excellent Product,5,Positive,3/16/2020,0,0,1,0,0,0,0,0,1,25,Fake
Apple,iPhone XR,Excellent phone with wireless charging.,5,Positive,3/8/2020,0,0,1,0,0,0,0,0,0,15,Fake
Apple,iPhone XR,"Best mobile in low price, camera quality is batter then from China mobile 48 mega pixel means 12=48 🤣 Face unlocked very fast,",5,Positive,3/7/2020,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Please provide original invoice as the copy provided with phone was incomplete and torn . I have submit the same in my office. Please do the needful on priority.,1,Positive,10/26/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Nice 1,5,Positive,11/9/2018,0,0,1,0,0,0,0,0,1,25,Fake
Apple,iPhone XR,"performance,camera,battery and all features all awesome",4,Positive,12/6/2019,0,0,1,0,0,0,0,0,0,15,Fake
Apple,iPhone XR,Amazing product. Got in lightening deal,5,Positive,11/7/2019,0,0,1,0,0,0,0,0,0,15,Fake
Apple,iPhone XR,Awesome phone,5,Positive,10/3/2019,0,0,1,0,0,0,0,0,1,25,Fake
Apple,iPhone XR,Defenetly worth it,5,Positive,12/22/2019,0,0,0,0,0,0,0,0,1,10,Real
Apple,iPhone XR,No one can beat Apple Processors.,5,Neutral,6/3/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Best phone I've ever had,5,Positive,9/30/2019,0,0,1,0,0,0,0,0,0,15,Fake
Apple,iPhone XR,The phone is not good as normal I phones . Always hang. Face recognition always give problems . And if you go service Center they say take backups and come back,2,Neutral,1/2/2020,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,"Got a good deal in the sale, worth it",5,Positive,10/9/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,"The most complete IPhone ever. You will not miss the fingerprint reader, the Face ID is amazingly fast. I am also getting good battery life with it. The single is doing wonderfully well.",5,Positive,10/17/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,"Genuine product in best price, Happy to upgrade with iPhone XR :)",5,Positive,1/16/2020,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Awesome phone! True genius and different from others..,5,Positive,3/4/2020,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Amazing buy. Works perfectly fine and I bought it at an unbelievable offer price.,5,Positive,10/14/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,super mobile,5,Positive,10/1/2019,0,0,0,0,0,0,0,0,1,10,Real
Apple,iPhone XR,"Superb and satisfied with performence, face recognition is little bit slow rest all is gud...",5,Positive,11/11/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,"Awesome. Bang for buck. Has the features you are willing to pay for , a very decent price post HDFC cash back offer.",5,Positive,7/4/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,"It's an awesome product from Apple, The battery life has improved alot than the previously launched iPhone models. User interface and iOS 13.2 is excellent. Guys just go for it...",5,Positive,11/8/2019,0,0,0,0,0,0,0,1,0,10,Real
Apple,iPhone XR,Excellent performance and swift touch,5,Positive,11/1/2019,0,0,1,0,0,0,0,0,0,15,Fake
Apple,iPhone XR,"Except it gets a little heated in the back while playing , other than that it’s the best.",5,Positive,11/13/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,The mobile phone is too heavy and there is no fingerprint sensor (though there is Face ID). Otherwise everything else is great.,4,Positive,9/16/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,"Thanks Amazon for this superb deal,its highly unbelievable to get such an excellent model of IPhone on such a reasonable price.",5,Positive,10/25/2019,0,0,0,1,0,0,0,0,0,15,Fake
Apple,iPhone XR,iPhone XR is a expensive branded phone and it’s a water and dust resistant but After only three weeks use  i found dust in my camera’s lens . I’m extremely disappointed about this.,1,Negative,10/26/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Quite sturdy phone - though little heavy & bulky. Good efficiency & battery life.,5,Positive,11/24/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR, Best Camera quality and best battery,4,Positive,2/2/2020,0,0,1,0,0,0,0,0,0,15,Fake
Apple,iPhone XR,A great product at affordable price,5,Positive,10/19/2019,0,0,1,0,0,0,0,0,0,15,Fake
Apple,iPhone XR,Loving the experience with the budget iPhone,4,Positive,11/10/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,"Not even completed 1 month but battery life became 99%, some defect may be will go and show some iphone store.",1,Neutral,1/1/2020,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,"Good apple thanks,",5,Positive,11/29/2019,0,0,1,0,0,0,0,0,1,25,Fake
Apple,iPhone XR,Good product. Bad battery life,2,Neutral,11/11/2019,0,0,1,0,0,0,0,0,0,15,Fake
Apple,iPhone XR,Unfortunately having issue with screen,1,Negative,12/11/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Product received Manufacturers damage display and back panel gap and back panel damage received,2,Neutral,8/24/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Calling Sensor is Not Good Enough And Also Sometimes Touch Stops Working for Few Seconds,1,Negative,2/8/2020,0,0,0,0,0,0,1,0,0,15,Fake
Apple,iPhone XR,The phone is awesome. The one thing I disliked Earpods not met my expectations.,4,Positive,2/25/2020,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Apple iPhone is iPhone.. Amazing feature,5,Positive,2/25/2020,0,0,1,0,0,0,0,0,0,15,Fake
Apple,iPhone XR,"Realy awsom phone. Best price 23,900. Thank you amazon.",5,Positive,1/20/2020,0,0,0,1,0,0,0,0,0,15,Fake
Apple,iPhone XR,Like the looks and a valuable investment,5,Neutral,10/22/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Order was delivered before the estimated time of delivery. Really enjoying the product.,5,Positive,11/17/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,The best smart phone. And is better android phone,4,Positive,1/4/2020,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,"Upgraded from android to iPhone with iPhone XR and this has completely impressed me. Good Camera, Excellent battery life and faster Face ID reading.",5,Positive,3/4/2020,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,"this phone is strong, i have dropped it quite a few times. camera quality is good. the battery life is better than my poco.",5,Positive,11/4/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,"No issues in performance, flawless",5,Positive,9/1/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,The smoothest phone ever. Best camera,5,Positive,9/30/2019,0,0,1,0,0,0,0,0,0,15,Fake
Apple,iPhone XR,Apple product. I Rest my case,5,Neutral,12/5/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Absolutely loved it. Upgraded from my old IPhone 6 to this beauty. I realized how slow my previous phone was after I started using this one and I got a great deal from Amazon.,5,Positive,11/13/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Fantastic phone📱 ever,4,Positive,12/29/2019,0,0,1,0,0,0,0,0,0,15,Fake
Apple,iPhone XR,Charging Adapter/wire not working properly have to adjust at different angles.,4,Neutral,9/30/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,"Good performance..Believe me drop test done in 1st week of purchase, not intentionally by mistake fallen down but nothing happened..Thank God😍😍😃",4,Positive,10/13/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,It’s a very good and Original product.,5,Positive,10/6/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Wonderful product.. but need to update new version after unboxing🤣 m not satisfied with packing literally t phone comes with 1 simple plastic warped cover thats it.,5,Positive,9/30/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,"Facial recognition works great, camera is excellent and battery life is great too.",5,Positive,8/22/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,"Best Product, best performance, good camera quality, full day battery life, no hanging or any other issues.",5,Positive,11/2/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Very good but face unlock is slow good battery life and excellent display with good feature but required wifi to work or download any file over 200 mb,5,Positive,2/20/2020,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Screen had a yellow tint. There was a manufacturing defect. Chek ed with other devices in showroom and all were normal white. Returned the device and claimed refund for this.,1,Neutral,3/4/2020,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,There is no finger print sensor. But face id does a pretty good job. Love this phone.,5,Positive,3/7/2020,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Camera is good but not the best. Bettery life is the best. Face recognition is fast and reliable even in dark condition. The screen is best in LCD class displays.,5,Positive,6/18/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Nice product,5,Positive,2/12/2020,0,0,1,0,0,0,0,0,1,25,Fake
Apple,iPhone XR,Altogether I liked. But an easy way to type other languages than English is essential,5,Positive,1/16/2020,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Bad front camera and weight of the phone. Display quality of the screen and rear camera are amazing,4,Neutral,8/22/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,No regrets after using almost for 1 month. Dual sim working perfectly. Guys go for it if your budget is approx 50k....don’t spend on other android phone...,5,Positive,11/10/2019,0,0,0,0,0,0,0,1,0,10,Real
Apple,iPhone XR,Mobile’s screen is not scratch resistive.,5,Neutral,11/8/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Awesome product!!,5,Positive,10/18/2019,0,0,1,0,0,0,0,0,1,25,Fake
Apple,iPhone XR,Sometimes face recognition stops working. Overall a brilliant phone.,5,Positive,1/16/2020,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Battery life good  camera quality is also good,5,Positive,3/4/2020,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Superb deal during the sale and enjoying the smooth interface,5,Positive,11/3/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,The screen quality is amazing and the phone overall looks awesome! I upgraded from an iPhone6 and the photos come out really well!,5,Positive,9/16/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Go for it.,5,Neutral,11/19/2019,0,0,0,0,0,0,0,1,1,20,Fake
Apple,iPhone XR,Worst return I have ever faced from Amazon and the boy who came to inspect the phone he had taken 300 And he's saying that everyone phone has returned but not mine,1,Negative,10/30/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Awesome phone!,5,Positive,11/11/2019,0,0,1,0,0,0,0,0,1,25,Fake
Apple,iPhone XR,It’s the best phone!!❤️Camera quality is superb Nd the battery backup is too good😻Nd this is my first iPhone I think it’s worth the money 💰 🥰,5,Positive,10/9/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,call receive and end feature is good... camera quality excellent.... touch quality good... battery life jabardast... phone face unlock speed very fast... every thing is perfect...,5,Positive,5/8/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,No fingerprints and moderate camera quality. Otherwise perfect phone.,5,Positive,10/6/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Not expectable,3,Neutral,10/20/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Great Product Camera is Awesome.,5,Positive,10/15/2019,0,0,1,0,0,0,0,0,0,15,Fake
Apple,iPhone XR,If you love Apple then it totally makes sense.,5,Positive,7/13/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Its an average phone and complete wastage of money.,1,Neutral,4/17/2020,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Bang for the money,5,Neutral,10/5/2019,0,0,0,0,0,0,0,0,1,10,Real
Apple,iPhone XR,Beautiful product....,4,Positive,11/26/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,"The phone is overall good. Its a bit heavy than other iPhones but still the battery capacity, the screen resolution are well upto the mark",4,Neutral,5/21/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,"If have budget then definitely go for it.best part of this phone is that it contains A12 Bionic chip, which takes the experience to whole new level.",5,Positive,8/16/2019,0,0,0,0,0,0,0,1,0,10,Real
Apple,iPhone XR,I am having issues with the sim lot getting not detected intermittently. Causing major issues for myself,3,Neutral,10/11/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,the phone is awesome.battery is perfect and the camera is magnificent.its photos are like the photos of dslr.sound is also very good.build quality is also best.red color looks awesome,5,Positive,10/10/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Amazon is amazing! Super price and delivery. Using it without issues. I extended the warranty at Apple service.,5,Positive,1/28/2020,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Very nice product.  Delivery was quick.  Very happy with the product,5,Positive,12/7/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Got a Nice deal of this superb phone. It's a worth for money deal.,5,Positive,2/24/2020,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,What to say about . 🥰 excellent phone with amazing battery backup,5,Positive,7/10/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,"over all excellent my videw ,",5,Positive,10/16/2019,0,0,1,0,0,0,0,0,0,15,Fake
Apple,iPhone XR,Camera quality not as per the expectation better to buy 1 plus variants.,1,Positive,8/24/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Good phone for pictures and very handy and compact to use not like big phones in hand ...but the battery life was not so grate ...overall very good phone to have,4,Positive,3/9/2020,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,100% orignal prodecut sell Amazon. Time to deleverd prodecut. Best price 38k provide amzone in great Indian sell. Always my trustable  online wapsite is amzone .,5,Positive,10/1/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Nice phone but not get the bill plz sent it,4,Positive,10/4/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Awesome mobile,5,Positive,10/27/2019,0,0,1,0,0,0,0,0,1,25,Fake
Apple,iPhone XR,Outstanding Camera,5,Positive,11/12/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Amazing I love iphone,5,Positive,1/24/2020,0,0,1,0,0,0,0,0,1,25,Fake
Apple,iPhone XR,Screen 8/10 camera 10/10 speaker 11/10 build quality : awesome. Best value phone and best in market and last but not least it is Apple,5,Positive,10/29/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Great phone at great price,5,Positive,7/18/2019,0,0,1,0,0,0,0,0,0,15,Fake
Apple,iPhone XR,Nice phkne,5,Positive,3/4/2020,0,0,1,0,0,0,0,0,1,25,Fake
Apple,iPhone XR,1st time I had purchsed my iphone online. It was delivered on time and is working fine.,5,Positive,7/21/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Good price & quick delivery!! As alway apple  product as of best quality.,5,Positive,10/20/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,"using this phone is really satisfying for that price its worth it it contains its pros and cons, but it is good and can adjusted to daily use.",5,Positive,2/7/2020,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,I upgraded from my I phone 6 - & this XR is a real step up - everything in the phone is much much better,5,Positive,11/1/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Loved it,5,Positive,10/28/2019,0,0,1,0,0,0,0,0,1,25,Fake
Apple,iPhone XR,Power adopter should be given fast charger..,3,Positive,10/11/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Left speaker is not working,2,Neutral,9/30/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Worst model in iPhone series. Poor battery performance and charging will take couple of hours  and voice calls are too noisy... This is not review this is my experience.,1,Negative,11/14/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Great phone. I have using this phone for a month now. Battery life is better than other iPhones. Camera is very good.,5,Positive,11/10/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,There is no figure print sensor but i am very happy with face unlock feature,5,Positive,8/22/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,"If you want an iPhone but don’t want to spend on XS or XS Max, then blindly go for it!",5,Negative,5/30/2019,0,0,0,0,0,0,0,1,0,10,Real
Apple,iPhone XR,It is good for nothing.the worst ever product I have seen in my lifetime,1,Negative,10/11/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,One of the best phones in this price range!,5,Positive,10/1/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Can't believe an iPhone can give good battery life. Overall great phone,5,Positive,11/30/2019,0,0,0,0,0,0,0,0,0,0,Real
Apple,iPhone XR,Masterpiece from Apple,5,Neutral,3/1/2020,0,0,0,0,0,0,0,0,1,10,Real
Apple,iPhone XR,Great phone with all the required features no need to spend much money for other phones xR is only enough for all my needs,5,Positive,11/8/2019,0,0,0,0,0,0,0,0,0,0,Real
